Internship_ID,Company,Role,Sector,Location,Stipend(INR),Duration(Months),Required_Skills,Mode,Openings,Education_Requirement,Experience_Level
INT1572,Google,ML Engineer Intern,AI/ML,Pune,20000,5,"PyTorch, Python, Deep Learning, TensorFlow",Remote,1,Bachelor,1-2 Years
INT1573,Google,Data Analyst Intern,Data Science,Pune,8000,3,"Excel, Power BI, Tableau",Remote,1,Bachelor,Fresher
INT1574,Oracle,Cybersecurity Intern,Cybersecurity,Chennai,12000,1,"Network Security, Cybersecurity, Wireshark",Remote,5,Bachelor,Fresher
INT1575,Wipro,Software Engineer Intern,Software Development,Mumbai,20000,5,"Data Structures, C++",Hybrid,9,Bachelor,Fresher
INT1576,Google,Business Analyst Intern,Business Analytics,Remote,12000,1,"SQL, Excel, Business Analytics",Onsite,7,Bachelor,Fresher
INT1577,Infosys,DevOps Intern,DevOps,Delhi,15000,4,"Kubernetes, Jenkins, DevOps, Linux",Remote,8,Bachelor,Fresher
INT1578,Accenture,ML Engineer Intern,AI/ML,Mumbai,10000,5,"Deep Learning, Machine Learning, PyTorch, Model Deployment",Remote,5,Master,Fresher
INT1579,Accenture,ML Engineer Intern,AI/ML,Bangalore,15000,1,"TensorFlow, Machine Learning, Deep Learning",Onsite,6,Bachelor,Fresher
INT1580,Oracle,Cloud Intern,Cloud Computing,Hyderabad,15000,1,"AWS, GCP, Terraform",Onsite,5,Bachelor,Fresher
INT1581,Google,Web Developer Intern,Web Development,Bangalore,10000,1,"React, Node.js",Onsite,1,Bachelor,1-2 Years
INT1582,Microsoft,Cloud Intern,Cloud Computing,Delhi,20000,5,"Cloud, Kubernetes",Hybrid,9,Bachelor,Fresher
INT1583,HCL,Software Engineer Intern,Software Development,Mumbai,10000,5,"Git, Linux, Java",Hybrid,5,High School,1-2 Years
INT1584,Infosys,Cloud Intern,Cloud Computing,Kolkata,20000,2,"Docker, Terraform, GCP, Azure",Onsite,10,Bachelor,Fresher
INT1585,HCL,AI Research Intern,AI/ML,Hyderabad,20000,2,"NLP, Machine Learning, Python",Onsite,6,Bachelor,Fresher
INT1586,Amazon,Data Analyst Intern,Data Science,Pune,5000,1,"Tableau, SQL, Python, Pandas",Remote,3,Master,Fresher
INT1587,Microsoft,AI Research Intern,AI/ML,Chennai,20000,5,"NLP, Machine Learning, Python",Remote,3,Bachelor,1-2 Years
INT1588,IBM,UI/UX Intern,UI/UX,Kolkata,5000,4,"User Research, UI/UX, Prototyping, Design Thinking",Onsite,2,Bachelor,Fresher
INT1589,IBM,UI/UX Intern,UI/UX,Hyderabad,10000,5,"Design Thinking, HTML/CSS/JS",Remote,8,Diploma,Fresher
INT1590,Oracle,UI/UX Intern,UI/UX,Pune,10000,2,"Design Thinking, UI/UX",Onsite,10,Bachelor,2-4 Years
INT1591,Amazon,Web Developer Intern,Web Development,Bangalore,10000,3,"REST APIs, Bootstrap, React, Node.js",Hybrid,5,Bachelor,2-4 Years
INT1592,Infosys,Web Developer Intern,Web Development,Hyderabad,8000,5,"Bootstrap, React, HTML/CSS/JS, SQL",Onsite,5,Bachelor,1-2 Years
INT1593,IBM,Web Developer Intern,Web Development,Pune,10000,3,"React, HTML/CSS/JS, Node.js, REST APIs",Onsite,5,Diploma,1-2 Years
INT1594,Amazon,Software Engineer Intern,Software Development,Hyderabad,20000,5,"Git, C++",Remote,1,Diploma,Fresher
INT1595,Microsoft,Data Analyst Intern,Data Science,Remote,8000,2,"SQL, Python, Excel, Statistics",Onsite,8,Bachelor,1-2 Years
INT1596,Google,AI Research Intern,AI/ML,Bangalore,10000,5,"NLP, Machine Learning, Python",Onsite,6,Bachelor,Fresher
INT1597,Microsoft,Data Analyst Intern,Data Science,Chennai,12000,4,"Power BI, Tableau, SQL",Onsite,7,Bachelor,Fresher
INT1598,IBM,Data Analyst Intern,Data Science,Bangalore,5000,4,"SQL, Tableau, Python, Pandas",Onsite,10,Master,Fresher
INT1599,Amazon,AI Research Intern,AI/ML,Chennai,10000,6,"Python, Deep Learning",Remote,5,Bachelor,Fresher
INT1600,Accenture,Business Analyst Intern,Business Analytics,Mumbai,12000,4,"SQL, Excel",Onsite,1,Bachelor,1-2 Years
INT1601,Wipro,DevOps Intern,DevOps,Chennai,8000,6,"Python, DevOps, Kubernetes",Onsite,3,Bachelor,1-2 Years
INT1602,Infosys,Cloud Intern,Cloud Computing,Remote,15000,3,"Azure, Docker",Onsite,1,Diploma,Fresher
INT1603,Amazon,Cybersecurity Intern,Cybersecurity,Hyderabad,8000,3,"Network Security, Wireshark, Python, Penetration Testing",Remote,7,Bachelor,Fresher
INT1604,Wipro,DevOps Intern,DevOps,Pune,8000,3,"Kubernetes, DevOps",Hybrid,5,Diploma,Fresher
INT1605,Amazon,UI/UX Intern,UI/UX,Chennai,5000,5,"Prototyping, Design Thinking, Figma, UI/UX",Remote,10,Diploma,1-2 Years
INT1606,TCS,AI Research Intern,AI/ML,Hyderabad,10000,2,"Deep Learning, Python, TensorFlow, Machine Learning",Remote,4,Master,2-4 Years
INT1607,Google,ML Engineer Intern,AI/ML,Delhi,15000,5,"Deep Learning, Python",Onsite,4,Master,1-2 Years
INT1608,HCL,AI Research Intern,AI/ML,Mumbai,20000,5,"Python, Deep Learning",Onsite,1,Diploma,Fresher
INT1609,Infosys,DevOps Intern,DevOps,Mumbai,12000,4,"Jenkins, Linux, Docker, Kubernetes",Onsite,5,High School,Fresher
INT1610,Infosys,DevOps Intern,DevOps,Kolkata,12000,4,"Jenkins, Kubernetes, Docker",Hybrid,10,High School,Fresher
INT1611,Oracle,Cybersecurity Intern,Cybersecurity,Bangalore,12000,3,"Cybersecurity, Network Security",Onsite,9,Bachelor,1-2 Years
INT1612,Amazon,Cybersecurity Intern,Cybersecurity,Kolkata,15000,2,"Cybersecurity, Linux, Network Security, Python",Onsite,6,Bachelor,1-2 Years
INT1613,TCS,Software Engineer Intern,Software Development,Chennai,12000,2,"Python, Git",Onsite,10,Bachelor,Fresher
INT1614,Infosys,Data Analyst Intern,Data Science,Delhi,8000,2,"Excel, Power BI, Tableau, SQL",Hybrid,2,Master,1-2 Years
INT1615,Microsoft,Data Analyst Intern,Data Science,Bangalore,12000,2,"Tableau, Pandas, SQL",Onsite,1,Bachelor,Fresher
INT1616,Wipro,ML Engineer Intern,AI/ML,Chennai,10000,3,"Deep Learning, Machine Learning, PyTorch, Python",Remote,8,Master,Fresher
INT1617,HCL,Web Developer Intern,Web Development,Remote,8000,4,"Node.js, SQL",Hybrid,9,Bachelor,1-2 Years
INT1618,Amazon,Data Analyst Intern,Data Science,Kolkata,8000,6,"Pandas, SQL",Hybrid,1,Master,1-2 Years
INT1619,Microsoft,AI Research Intern,AI/ML,Kolkata,20000,4,"TensorFlow, NLP, Machine Learning",Onsite,6,Bachelor,Fresher
INT1620,Wipro,Cybersecurity Intern,Cybersecurity,Remote,15000,6,"Wireshark, Cybersecurity",Onsite,3,High School,Fresher
INT1621,HCL,Cloud Intern,Cloud Computing,Hyderabad,10000,2,"Docker, Kubernetes, Cloud, Terraform",Onsite,3,Bachelor,Fresher
INT1622,Accenture,AI Research Intern,AI/ML,Chennai,20000,3,"TensorFlow, Python",Onsite,10,Master,Fresher
INT1623,Accenture,UI/UX Intern,UI/UX,Mumbai,5000,2,"Design Thinking, UI/UX, User Research, HTML/CSS/JS",Onsite,7,Bachelor,Fresher
INT1624,Infosys,Web Developer Intern,Web Development,Mumbai,12000,2,"HTML/CSS/JS, REST APIs, React, Node.js",Onsite,6,Diploma,1-2 Years
INT1625,IBM,AI Research Intern,AI/ML,Pune,20000,6,"Machine Learning, NLP",Remote,8,Bachelor,Fresher
INT1626,Accenture,Business Analyst Intern,Business Analytics,Mumbai,12000,6,"SQL, Excel, Business Analytics, Communication",Remote,4,Bachelor,Fresher
INT1627,HCL,Software Engineer Intern,Software Development,Bangalore,8000,1,"C++, Python, Git, Algorithms",Remote,8,Bachelor,Fresher
INT1628,IBM,Software Engineer Intern,Software Development,Hyderabad,8000,1,"Linux, Java, Data Structures, Git",Onsite,2,Bachelor,Fresher
INT1629,Accenture,AI Research Intern,AI/ML,Delhi,10000,4,"NLP, PyTorch, Machine Learning, Deep Learning",Remote,7,Bachelor,Fresher
INT1630,IBM,ML Engineer Intern,AI/ML,Hyderabad,15000,2,"Deep Learning, TensorFlow",Onsite,4,Bachelor,Fresher
INT1631,Amazon,Data Analyst Intern,Data Science,Hyderabad,8000,3,"Python, Tableau, Excel, Power BI",Remote,10,Master,Fresher
INT1632,Accenture,Web Developer Intern,Web Development,Pune,8000,5,"Node.js, Bootstrap, HTML/CSS/JS, React",Hybrid,6,Bachelor,Fresher
INT1633,Microsoft,AI Research Intern,AI/ML,Kolkata,20000,1,"NLP, TensorFlow, Machine Learning, Python",Remote,5,Bachelor,Fresher
INT1634,Microsoft,AI Research Intern,AI/ML,Mumbai,10000,5,"TensorFlow, Deep Learning",Hybrid,2,Bachelor,1-2 Years
INT1635,Wipro,AI Research Intern,AI/ML,Remote,20000,3,"Machine Learning, TensorFlow, Python",Remote,4,Bachelor,Fresher
INT1636,TCS,Cybersecurity Intern,Cybersecurity,Chennai,12000,5,"Cybersecurity, Linux, Penetration Testing",Onsite,3,Bachelor,Fresher
INT1637,Infosys,Software Engineer Intern,Software Development,Chennai,12000,3,"Algorithms, Data Structures",Onsite,1,Bachelor,Fresher
INT1638,Amazon,Business Analyst Intern,Business Analytics,Hyderabad,10000,2,"Requirements Gathering, Power BI, Communication",Onsite,1,Bachelor,Fresher
INT1639,Oracle,Data Analyst Intern,Data Science,Hyderabad,12000,1,"Tableau, Power BI",Onsite,2,Bachelor,1-2 Years
INT1640,Infosys,AI Research Intern,AI/ML,Bangalore,20000,5,"TensorFlow, PyTorch, NLP, Machine Learning",Remote,7,Bachelor,Fresher
INT1641,Google,Software Engineer Intern,Software Development,Hyderabad,15000,2,"Git, Linux",Onsite,10,Bachelor,Fresher
INT1642,TCS,ML Engineer Intern,AI/ML,Pune,20000,5,"Model Deployment, PyTorch, TensorFlow",Onsite,4,Master,Fresher
INT1643,Oracle,AI Research Intern,AI/ML,Bangalore,20000,4,"PyTorch, Python",Onsite,4,Diploma,Fresher
INT1644,Wipro,Cloud Intern,Cloud Computing,Chennai,10000,1,"AWS, Cloud",Onsite,10,Bachelor,Fresher
INT1645,HCL,ML Engineer Intern,AI/ML,Bangalore,15000,4,"Deep Learning, Model Deployment, TensorFlow",Onsite,1,Bachelor,2-4 Years
INT1646,Microsoft,DevOps Intern,DevOps,Remote,12000,4,"Docker, Jenkins, Kubernetes",Onsite,8,High School,1-2 Years
INT1647,Wipro,DevOps Intern,DevOps,Mumbai,12000,6,"Kubernetes, Docker",Hybrid,5,Bachelor,Fresher
INT1648,HCL,Cloud Intern,Cloud Computing,Kolkata,20000,6,"AWS, GCP, Terraform, Cloud",Onsite,5,Bachelor,2-4 Years
INT1649,Wipro,Software Engineer Intern,Software Development,Pune,12000,2,"Data Structures, Algorithms",Remote,7,Bachelor,Fresher
INT1650,Accenture,Business Analyst Intern,Business Analytics,Hyderabad,10000,3,"Communication, Excel, SQL",Onsite,9,Bachelor,Fresher
INT1651,TCS,Cybersecurity Intern,Cybersecurity,Mumbai,15000,3,"Cybersecurity, Linux",Hybrid,10,Bachelor,Fresher
INT1652,TCS,DevOps Intern,DevOps,Delhi,12000,3,"Kubernetes, CI/CD, Docker, Jenkins",Remote,5,Diploma,Fresher
INT1653,Oracle,Business Analyst Intern,Business Analytics,Delhi,8000,5,"Requirements Gathering, Power BI",Onsite,5,Bachelor,Fresher
INT1654,Infosys,Cybersecurity Intern,Cybersecurity,Kolkata,8000,2,"Linux, Cybersecurity, Network Security",Onsite,6,Bachelor,Fresher
INT1655,Microsoft,Business Analyst Intern,Business Analytics,Remote,8000,2,"Power BI, Communication, Business Analytics, Excel",Onsite,1,Bachelor,Fresher
INT1656,Oracle,ML Engineer Intern,AI/ML,Kolkata,15000,5,"TensorFlow, Deep Learning",Onsite,5,Bachelor,Fresher
INT1657,Microsoft,Web Developer Intern,Web Development,Kolkata,5000,1,"HTML/CSS/JS, React",Onsite,10,Diploma,Fresher
INT1658,HCL,Web Developer Intern,Web Development,Hyderabad,8000,6,"REST APIs, React, HTML/CSS/JS, Bootstrap",Hybrid,2,Diploma,Fresher
INT1659,Google,Cloud Intern,Cloud Computing,Mumbai,20000,5,"Terraform, Azure, Docker",Onsite,6,Bachelor,1-2 Years
INT1660,Accenture,UI/UX Intern,UI/UX,Delhi,5000,3,"UI/UX, HTML/CSS/JS, Figma",Remote,9,Bachelor,Fresher
INT1661,Accenture,DevOps Intern,DevOps,Pune,8000,5,"DevOps, Python",Remote,1,Bachelor,Fresher
INT1662,Google,Web Developer Intern,Web Development,Delhi,8000,3,"SQL, React, HTML/CSS/JS, Bootstrap",Onsite,3,Bachelor,Fresher
INT1663,Wipro,Cybersecurity Intern,Cybersecurity,Bangalore,15000,5,"Wireshark, Python",Onsite,7,Bachelor,Fresher
INT1664,TCS,Web Developer Intern,Web Development,Remote,5000,6,"Node.js, Bootstrap, HTML/CSS/JS, REST APIs",Remote,8,Diploma,Fresher
INT1665,IBM,AI Research Intern,AI/ML,Mumbai,15000,1,"Deep Learning, Machine Learning",Onsite,9,Master,Fresher
INT1666,Amazon,Business Analyst Intern,Business Analytics,Pune,8000,4,"Requirements Gathering, Communication, Business Analytics",Remote,3,Bachelor,Fresher
INT1667,Infosys,Business Analyst Intern,Business Analytics,Chennai,5000,2,"Excel, SQL",Onsite,10,Bachelor,1-2 Years
INT1668,Google,Data Analyst Intern,Data Science,Kolkata,12000,4,"SQL, Excel",Onsite,2,Master,Fresher
INT1669,Google,ML Engineer Intern,AI/ML,Hyderabad,15000,2,"Machine Learning, TensorFlow, Deep Learning",Hybrid,1,Bachelor,Fresher
INT1670,Amazon,Software Engineer Intern,Software Development,Hyderabad,20000,5,"Java, Data Structures",Remote,8,Bachelor,Fresher
INT1671,Amazon,Data Analyst Intern,Data Science,Bangalore,12000,1,"Tableau, Excel",Hybrid,10,Bachelor,Fresher
INT1672,HCL,Web Developer Intern,Web Development,Remote,12000,6,"HTML/CSS/JS, Node.js, SQL",Onsite,5,Diploma,2-4 Years
INT1673,IBM,ML Engineer Intern,AI/ML,Delhi,20000,5,"Deep Learning, TensorFlow, Python",Hybrid,3,Bachelor,Fresher
INT1674,Oracle,AI Research Intern,AI/ML,Hyderabad,10000,3,"TensorFlow, Machine Learning, NLP, Deep Learning",Remote,2,Bachelor,Fresher
INT1675,HCL,Cloud Intern,Cloud Computing,Pune,20000,3,"GCP, Docker, Azure",Hybrid,3,Bachelor,Fresher
INT1676,Google,Business Analyst Intern,Business Analytics,Chennai,8000,1,"SQL, Excel",Onsite,1,Bachelor,2-4 Years
INT1677,HCL,AI Research Intern,AI/ML,Remote,20000,1,"Deep Learning, PyTorch, TensorFlow, NLP",Remote,2,Master,1-2 Years
INT1678,Wipro,Cybersecurity Intern,Cybersecurity,Delhi,8000,5,"Cybersecurity, Network Security, Penetration Testing, Python",Hybrid,10,Bachelor,Fresher
INT1679,Amazon,Software Engineer Intern,Software Development,Pune,10000,4,"Python, Java, Data Structures",Hybrid,5,Bachelor,Fresher
INT1680,Accenture,Data Analyst Intern,Data Science,Mumbai,8000,1,"Statistics, Excel, SQL",Onsite,7,Bachelor,Fresher
INT1681,Google,AI Research Intern,AI/ML,Delhi,20000,5,"NLP, Python",Remote,4,Bachelor,Fresher
INT1682,Accenture,Cybersecurity Intern,Cybersecurity,Bangalore,12000,4,"Penetration Testing, Python, Linux, Cybersecurity",Onsite,3,Diploma,Fresher
INT1683,Amazon,UI/UX Intern,UI/UX,Kolkata,12000,4,"Prototyping, UI/UX, Design Thinking, HTML/CSS/JS",Onsite,3,Bachelor,Fresher
INT1684,Wipro,Business Analyst Intern,Business Analytics,Mumbai,8000,4,"Business Analytics, Requirements Gathering, SQL, Power BI",Hybrid,8,Diploma,Fresher
INT1685,Wipro,Business Analyst Intern,Business Analytics,Hyderabad,5000,4,"Excel, Requirements Gathering",Onsite,2,Diploma,Fresher
INT1686,Wipro,Business Analyst Intern,Business Analytics,Pune,5000,3,"SQL, Communication, Business Analytics, Excel",Hybrid,7,Bachelor,Fresher
INT1687,TCS,Business Analyst Intern,Business Analytics,Kolkata,12000,6,"SQL, Requirements Gathering, Communication",Remote,3,Bachelor,Fresher
INT1688,Microsoft,Web Developer Intern,Web Development,Bangalore,5000,3,"Bootstrap, SQL",Remote,10,Bachelor,Fresher
INT1689,Infosys,AI Research Intern,AI/ML,Bangalore,10000,6,"NLP, Python",Remote,1,Bachelor,Fresher
INT1690,Microsoft,Web Developer Intern,Web Development,Chennai,8000,2,"SQL, HTML/CSS/JS",Onsite,3,Bachelor,Fresher
INT1691,IBM,Cloud Intern,Cloud Computing,Bangalore,20000,4,"AWS, GCP, Docker, Kubernetes",Hybrid,5,Bachelor,Fresher
INT1692,Oracle,Cloud Intern,Cloud Computing,Bangalore,15000,3,"Docker, Terraform, Cloud",Hybrid,3,Bachelor,Fresher
INT1693,TCS,UI/UX Intern,UI/UX,Kolkata,8000,3,"User Research, HTML/CSS/JS, Design Thinking",Remote,7,Bachelor,1-2 Years
INT1694,Amazon,Software Engineer Intern,Software Development,Hyderabad,12000,6,"Git, Data Structures, Java, Algorithms",Onsite,10,Diploma,Fresher
INT1695,Infosys,Web Developer Intern,Web Development,Delhi,5000,3,"React, SQL",Remote,1,Bachelor,Fresher
INT1696,Accenture,Software Engineer Intern,Software Development,Remote,20000,6,"Data Structures, Git, Algorithms",Hybrid,2,Diploma,Fresher
INT1697,Infosys,Business Analyst Intern,Business Analytics,Chennai,5000,6,"Power BI, Communication, Business Analytics, Requirements Gathering",Onsite,4,Diploma,Fresher
INT1698,Infosys,DevOps Intern,DevOps,Pune,15000,1,"Kubernetes, DevOps, CI/CD",Onsite,6,Diploma,Fresher
INT1699,Infosys,UI/UX Intern,UI/UX,Delhi,10000,6,"Figma, UI/UX, HTML/CSS/JS",Onsite,3,Bachelor,Fresher
INT1700,Accenture,UI/UX Intern,UI/UX,Bangalore,8000,6,"UI/UX, Prototyping, Figma, User Research",Remote,10,Bachelor,Fresher
INT1701,Infosys,Web Developer Intern,Web Development,Kolkata,8000,5,"Bootstrap, React, REST APIs",Hybrid,4,Bachelor,1-2 Years
INT1702,Infosys,AI Research Intern,AI/ML,Kolkata,20000,1,"TensorFlow, Python, Deep Learning",Hybrid,9,Bachelor,Fresher
INT1703,Amazon,DevOps Intern,DevOps,Pune,8000,2,"Docker, DevOps, Linux, Jenkins",Remote,3,High School,Fresher
INT1704,Google,Software Engineer Intern,Software Development,Remote,10000,4,"Algorithms, Linux, Java, C++",Remote,2,Bachelor,1-2 Years
INT1705,IBM,DevOps Intern,DevOps,Hyderabad,15000,1,"Kubernetes, Python, DevOps",Onsite,6,Bachelor,1-2 Years
INT1706,IBM,UI/UX Intern,UI/UX,Remote,8000,1,"Design Thinking, Prototyping",Remote,8,High School,Fresher
INT1707,Google,Software Engineer Intern,Software Development,Mumbai,20000,6,"Algorithms, Git, Linux",Onsite,5,Bachelor,Fresher
INT1708,Wipro,Web Developer Intern,Web Development,Mumbai,12000,5,"Bootstrap, SQL, Node.js, REST APIs",Onsite,3,Bachelor,Fresher
INT1709,Accenture,ML Engineer Intern,AI/ML,Mumbai,20000,5,"Deep Learning, PyTorch",Remote,3,Bachelor,Fresher
INT1710,Oracle,Data Analyst Intern,Data Science,Hyderabad,5000,4,"Power BI, Excel, SQL",Onsite,8,Master,Fresher
INT1711,TCS,Cybersecurity Intern,Cybersecurity,Bangalore,15000,4,"Python, Penetration Testing",Onsite,9,Bachelor,Fresher
INT1712,TCS,ML Engineer Intern,AI/ML,Pune,15000,3,"PyTorch, Deep Learning, Model Deployment",Onsite,9,Master,1-2 Years
INT1713,IBM,Software Engineer Intern,Software Development,Pune,15000,5,"Git, Java, C++",Hybrid,6,Bachelor,Fresher
INT1714,Accenture,Software Engineer Intern,Software Development,Hyderabad,8000,3,"C++, Algorithms, Data Structures",Onsite,1,Bachelor,Fresher
INT1715,Oracle,Data Analyst Intern,Data Science,Bangalore,8000,4,"SQL, Python, Power BI",Onsite,8,Bachelor,Fresher
INT1716,Google,Data Analyst Intern,Data Science,Mumbai,8000,3,"Statistics, Tableau",Remote,5,Bachelor,Fresher
INT1717,TCS,UI/UX Intern,UI/UX,Pune,5000,3,"HTML/CSS/JS, Design Thinking, Figma, Prototyping",Onsite,9,Bachelor,Fresher
INT1718,Wipro,Software Engineer Intern,Software Development,Bangalore,10000,4,"C++, Git, Java, Python",Remote,1,Bachelor,Fresher
INT1719,Oracle,DevOps Intern,DevOps,Kolkata,15000,2,"Kubernetes, DevOps, Jenkins, Docker",Onsite,6,Bachelor,Fresher
INT1720,Amazon,AI Research Intern,AI/ML,Bangalore,15000,5,"PyTorch, Deep Learning, TensorFlow",Onsite,8,Bachelor,Fresher
INT1721,TCS,DevOps Intern,DevOps,Bangalore,15000,2,"Python, DevOps, Linux, Jenkins",Onsite,2,Bachelor,1-2 Years
INT1722,Wipro,Cybersecurity Intern,Cybersecurity,Kolkata,8000,4,"Penetration Testing, Wireshark",Onsite,6,Bachelor,1-2 Years
INT1723,Accenture,Web Developer Intern,Web Development,Kolkata,8000,1,"HTML/CSS/JS, Bootstrap, React",Onsite,6,Diploma,Fresher
INT1724,TCS,Web Developer Intern,Web Development,Remote,5000,3,"React, HTML/CSS/JS",Onsite,5,Diploma,Fresher
INT1725,Infosys,ML Engineer Intern,AI/ML,Kolkata,20000,3,"Deep Learning, PyTorch, Model Deployment",Onsite,4,Bachelor,Fresher
INT1726,Amazon,UI/UX Intern,UI/UX,Mumbai,12000,1,"Prototyping, UI/UX",Hybrid,5,Diploma,Fresher
INT1727,Infosys,Business Analyst Intern,Business Analytics,Chennai,12000,2,"Excel, SQL",Remote,2,High School,Fresher
INT1728,Wipro,Web Developer Intern,Web Development,Mumbai,10000,5,"Bootstrap, SQL, React, REST APIs",Remote,4,Bachelor,Fresher
INT1729,IBM,UI/UX Intern,UI/UX,Mumbai,8000,6,"Figma, Design Thinking, Prototyping",Remote,3,Bachelor,Fresher
INT1730,TCS,Cloud Intern,Cloud Computing,Bangalore,15000,1,"Azure, Docker, Cloud",Onsite,1,Bachelor,Fresher
INT1731,TCS,ML Engineer Intern,AI/ML,Hyderabad,10000,3,"Deep Learning, Model Deployment, TensorFlow",Remote,6,Bachelor,1-2 Years
INT1732,Oracle,Software Engineer Intern,Software Development,Remote,12000,6,"Python, C++, Algorithms",Remote,10,Bachelor,Fresher
INT1733,Microsoft,AI Research Intern,AI/ML,Pune,15000,5,"Deep Learning, Machine Learning",Remote,4,Bachelor,Fresher
INT1734,Wipro,Software Engineer Intern,Software Development,Hyderabad,15000,1,"Java, Linux, Algorithms, Data Structures",Remote,9,Diploma,Fresher
INT1735,Amazon,Web Developer Intern,Web Development,Hyderabad,5000,3,"REST APIs, Bootstrap, React",Remote,7,Bachelor,Fresher
INT1736,IBM,Software Engineer Intern,Software Development,Pune,12000,6,"Data Structures, C++, Git",Onsite,6,Bachelor,1-2 Years
INT1737,HCL,Data Analyst Intern,Data Science,Pune,5000,3,"Tableau, Statistics",Onsite,8,Bachelor,1-2 Years
INT1738,Amazon,Software Engineer Intern,Software Development,Delhi,20000,4,"Git, Linux, Data Structures, Java",Remote,2,Bachelor,1-2 Years
INT1739,Google,Business Analyst Intern,Business Analytics,Bangalore,12000,3,"Power BI, Business Analytics, Requirements Gathering, Communication",Hybrid,6,Bachelor,Fresher
INT1740,Wipro,Data Analyst Intern,Data Science,Pune,10000,4,"Python, Tableau",Onsite,1,Master,Fresher
INT1741,IBM,Web Developer Intern,Web Development,Hyderabad,12000,6,"SQL, HTML/CSS/JS",Remote,5,Bachelor,Fresher
INT1742,Wipro,UI/UX Intern,UI/UX,Remote,10000,4,"HTML/CSS/JS, Design Thinking, User Research",Onsite,6,Bachelor,Fresher
INT1743,Microsoft,UI/UX Intern,UI/UX,Remote,5000,2,"HTML/CSS/JS, UI/UX",Onsite,8,Diploma,Fresher
INT1744,Wipro,Web Developer Intern,Web Development,Delhi,12000,1,"REST APIs, SQL, React",Onsite,6,High School,Fresher
INT1745,Google,Software Engineer Intern,Software Development,Chennai,15000,2,"Linux, Java, Git",Remote,7,Bachelor,Fresher
INT1746,Wipro,AI Research Intern,AI/ML,Remote,10000,1,"PyTorch, Deep Learning, TensorFlow, NLP",Remote,10,Master,Fresher
INT1747,Accenture,Business Analyst Intern,Business Analytics,Bangalore,8000,1,"Excel, Power BI",Onsite,10,Bachelor,Fresher
INT1748,Google,DevOps Intern,DevOps,Bangalore,15000,6,"CI/CD, Python, Docker, DevOps",Onsite,9,Diploma,Fresher
INT1749,Microsoft,Cloud Intern,Cloud Computing,Chennai,15000,1,"AWS, Kubernetes",Remote,2,Bachelor,Fresher
INT1750,Microsoft,Data Analyst Intern,Data Science,Hyderabad,8000,5,"Statistics, Tableau",Hybrid,5,Bachelor,Fresher
INT1751,Amazon,AI Research Intern,AI/ML,Chennai,20000,3,"TensorFlow, Python, PyTorch, Deep Learning",Remote,2,Bachelor,Fresher
INT1752,Amazon,Cybersecurity Intern,Cybersecurity,Remote,8000,4,"Wireshark, Python",Onsite,6,Bachelor,Fresher
INT1753,Oracle,ML Engineer Intern,AI/ML,Pune,20000,6,"Machine Learning, Deep Learning",Remote,10,Bachelor,Fresher
INT1754,Wipro,Data Analyst Intern,Data Science,Remote,12000,1,"Python, Power BI, Excel, Tableau",Onsite,5,Bachelor,Fresher
INT1755,Oracle,DevOps Intern,DevOps,Chennai,15000,2,"CI/CD, Jenkins, Kubernetes",Onsite,2,Bachelor,Fresher
INT1756,Accenture,Data Analyst Intern,Data Science,Kolkata,12000,2,"SQL, Tableau, Statistics, Pandas",Onsite,3,Diploma,Fresher
INT1757,Microsoft,Data Analyst Intern,Data Science,Chennai,5000,4,"SQL, Excel, Statistics",Remote,5,Master,Fresher
INT1758,TCS,Data Analyst Intern,Data Science,Mumbai,12000,3,"Tableau, Power BI",Remote,4,Bachelor,1-2 Years
INT1759,Google,DevOps Intern,DevOps,Bangalore,8000,2,"DevOps, Docker, Python",Remote,9,Bachelor,2-4 Years
INT1760,TCS,Cybersecurity Intern,Cybersecurity,Chennai,8000,4,"Python, Wireshark",Onsite,9,Bachelor,Fresher
INT1761,Google,ML Engineer Intern,AI/ML,Bangalore,10000,5,"PyTorch, Model Deployment",Onsite,4,Bachelor,Fresher
INT1762,TCS,DevOps Intern,DevOps,Hyderabad,15000,6,"Kubernetes, Docker, Jenkins",Hybrid,10,Bachelor,Fresher
INT1763,HCL,Business Analyst Intern,Business Analytics,Remote,5000,6,"Requirements Gathering, Business Analytics, Power BI, SQL",Onsite,6,Bachelor,Fresher
INT1764,Google,Cybersecurity Intern,Cybersecurity,Kolkata,15000,5,"Cybersecurity, Python",Hybrid,2,Diploma,1-2 Years
INT1765,IBM,AI Research Intern,AI/ML,Remote,20000,4,"Machine Learning, PyTorch, Python",Onsite,8,Bachelor,Fresher
INT1766,Google,AI Research Intern,AI/ML,Chennai,15000,4,"Machine Learning, NLP, TensorFlow, PyTorch",Onsite,5,Bachelor,Fresher
INT1767,Amazon,Business Analyst Intern,Business Analytics,Kolkata,12000,1,"Business Analytics, SQL",Onsite,3,Bachelor,Fresher
INT1768,TCS,Data Analyst Intern,Data Science,Remote,8000,1,"Python, Power BI, SQL",Remote,6,Bachelor,Fresher
INT1769,Wipro,Software Engineer Intern,Software Development,Chennai,15000,6,"Python, Data Structures",Remote,5,Bachelor,Fresher
INT1770,HCL,AI Research Intern,AI/ML,Hyderabad,15000,6,"NLP, Python, PyTorch, Deep Learning",Remote,2,Bachelor,Fresher
